num,id,content
1,**00201,企业应当在药品采购、储存、销售、运输等环节采取有效的质量控制措施，确保药品质量，并按照国家有关要求建立药品追溯系统，实现药品可追溯。
2,**00401,药品经营企业应当依法经营。
3,**00402,药品经营企业应当坚持诚实守信，禁止任何虚假、欺骗行为。
4,*00501,企业应当依据有关法律法规及《药品经营质量管理规范》（以下简称《规范》）的要求建立质量管理体系。
5,00502,企业应当确定质量方针。
6,00503,企业应当制定质量管理体系文件，开展质量策划、质量控制、质量保证、质量改进和质量风险管理等活动。
7,*00601,企业制定的质量方针文件应当明确企业总的质量目标和要求，并贯彻到药品经营活动的全过程。
8,*00701,"企业质量管理体系应当与其经营范围和规模相适应,包括组织机构、人员、设施设备、质量管理体系文件及相应的计算机系统等。"
9,*00801,企业应当定期开展质量管理体系内审。
10,*00802,企业应当在质量管理体系关键要素发生重大变化时，组织开展内审。
11,*00901,企业应当对内审的情况进行分析，依据分析结论制定相应的质量管理体系改进措施，不断提高质量控制水平，保证质量管理体系持续有效运行。
12,01001,企业应当采用前瞻或者回顾的方式，对药品流通过程中的质量风险进行评估、控制、沟通和审核。
13,01101,企业应当对药品供货单位、购货单位的质量管理体系进行评价，确认其质量保证能力和质量信誉，必要时进行实地考察。
14,*01201,企业应当全员参与质量管理，各部门、岗位人员应当正确理解并履行职责，承担相应的质量责任。
15,*01301,企业应当设立与其经营活动和质量管理相适应的组织机构或者岗位。
16,*01302,企业应当明确规定各组织机构或者岗位的职责、权限及相互关系。
17,*01401,企业负责人是药品质量的主要责任人，全面负责企业日常管理，负责提供必要的条件，保证质量管理部门和质量管理人员有效履行职责，确保企业实现质量目标并按照《规范》要求经营药品。
18,*01501,企业质量负责人应当由企业高层管理人员担任，全面负责药品质量管理工作，独立履行职责，在企业内部对药品质量管理具有裁决权。
19,*01601,企业应当设立质量管理部门，有效开展质量管理工作。
20,*01602,企业质量管理部门的职责不得由其他部门及人员履行。
21,1701,质量管理部门应当督促相关部门和岗位人员执行药品管理的法律法规及《规范》的要求。
22,1702,质量管理部门应当组织制订质量管理体系文件，并指导、监督文件的执行。
23,*01703,质量管理部门应当负责对供货单位和购货单位的合法性、购进药品的合法性以及供货单位销售人员、购货单位采购人员的合法资格进行审核，并根据审核内容的变化进行动态管理。
24,1704,质量管理部门应当负责质量信息的收集和管理，并建立药品质量档案。
25,*01705,质量管理部门应当负责药品的验收，指导并监督药品采购、储存、养护、销售、退货、运输等环节的质量管理工作。
26,*01706,质量管理部门应当负责不合格药品的确认，对不合格药品的处理过程实施监督。
27,1707,质量管理部门应当负责药品质量投诉和质量事故的调查、处理及报告。
28,1708,质量管理部门应当负责假劣药品的报告。
29,1709,质量管理部门应当负责药品质量查询。
30,*01710,质量管理部门应当负责指导设定计算机系统质量控制功能，负责计算机系统操作权限的审核和质量管理基础数据的建立及更新。
31,*01711,质量管理部门应当组织验证、校准相关设施设备。
32,1712,质量管理部门应当负责药品召回的管理。
33,1713,质量管理部门应当负责药品不良反应的报告。
34,*01714,质量管理部门应当组织质量管理体系的内审和风险评估。
35,1715,质量管理部门应当组织对药品供货单位及购货单位质量管理体系和服务质量的考察和评价。
36,*01716,质量管理部门应当组织对被委托运输的承运方运输条件和质量保障能力的审查。
37,1717,质量管理部门应当协助开展质量管理教育和培训。
38,1718,质量管理部门应当承担其他应当由质量管理部门履行的职责。
39,1801,企业从事药品经营和质量管理工作的人员，应当符合有关法律法规及《规范》规定的资格要求，不得有相关法律法规禁止从业的情形。
40,*01901,企业负责人应当具有大学专科以上学历或者中级以上专业技术职称；应当经过基本的药学专业知识培训，熟悉有关药品管理的法律法规及《规范》。
41,*02001,企业质量负责人应当具有大学本科以上学历、执业药师资格和3年以上药品经营质量管理工作经历，在质量管理工作中具备正确判断和保障实施的能力。
42,*02101,企业质量管理部门负责人应当具有执业药师资格和3年以上药品经营质量管理工作经历，能独立解决经营过程中的质量问题。
43,2201,企业应当配备符合相关资格要求的质量管理、验收及养护等岗位人员。
44,*02202,从事质量管理工作的，应当具有药学中专或者医学、生物、化学等相关专业大学专科以上学历或者具有药学初级以上专业技术职称。
45,*02203,从事验收工作的，应当具有药学或者医学、生物、化学等相关专业中专以上学历或者具有药学初级以上专业技术职称。
46,2204,从事养护工作的，应当具有药学或者医学、生物、化学等相关专业中专以上学历或者具有药学初级以上专业技术职称。
47,*02205,从事中药材、中药饮片验收工作的，应当具有中药学专业中专以上学历或者具有中药学中级以上专业技术职称。
48,2206,从事中药材、中药饮片养护工作的，应当具有中药学专业中专以上学历或者具有中药学初级以上专业技术职称。
49,2207,直接收购地产中药材的，验收人员应当具有中药学中级以上专业技术职称。
50,*02208,从事疫苗配送的，还应当配备2名以上专业技术人员专门负责疫苗质量管理和验收工作。专业技术人员应当具有预防医学、药学、微生物学或者医学等专业本科以上学历及中级以上专业技术职称，并有3年以上从事疫苗管理或者技术工作经历。
51,*02301,从事质量管理、验收工作的人员应当在职在岗，不得兼职其他业务工作。
52,2401,从事采购工作的人员应当具有药学或者医学、生物、化学等相关专业中专以上学历。
53,2402,从事销售、储存等工作的人员应当具有高中以上文化程度。
54,*02501,企业应当对各岗位人员进行与其职责和工作内容相关的岗前培训和继续培训，以符合《规范》的要求。
55,2601,培训内容应当包括相关法律法规、药品专业知识及技能、质量管理制度、职责及岗位操作规程等。
56,*02701,企业应当按照培训管理制度制定年度培训计划并开展培训和考核，使相关人员能正确理解并履行职责。
57,2702,培训工作应当做好记录并建立档案。
58,*02801,从事特殊管理的药品的人员，应当接受相关法律法规和专业知识培训并经考核合格后方可上岗。
59,*02802,从事冷藏冷冻药品储存、运输等工作的人员，应当接受相关法律法规和专业知识培训并经考核合格后方可上岗。
60,2901,企业应当制定员工个人卫生管理制度。
61,2902,企业储存、运输等岗位人员的着装应当符合劳动保护和产品防护的要求。
62,3001,质量管理、验收、养护、储存等直接接触药品岗位的人员应当进行岗前及年度健康检查，并建立健康档案。
63,3002,患有传染病或者其他可能污染药品的疾病的，不得从事直接接触药品的工作。
64,3003,身体条件不符合相应岗位特定要求的，不得从事相关工作。
65,**03101,企业制定质量管理体系文件应当完备，并符合企业实际，文件包括质量管理制度、部门及岗位职责、操作规程、档案、报告、记录和凭证等。
66,*03201,文件的起草、修订、审核、批准、分发、保管，以及修改、撤销、替换、销毁等应当按照文件管理操作规程进行，并保存相关记录。
67,3301,文件应当标明题目、种类、目的以及文件编号和版本号。
68,3302,文件文字应当准确、清晰、易懂。
69,3303,文件应当分类存放，便于查阅。
70,3401,企业应当定期审核、修订文件。
71,3402,企业使用的文件应当为现行有效的文本，已废止或者失效的文件除留档备查外，不得在工作现场出现。
72,3501,企业应当保证各岗位获得与其工作内容相对应的必要文件，并严格按照规定开展工作。
73,*03601,（一）质量管理体系内审的规定；
74,*03602,（二）质量否决权的规定；
75,*03603,（三）质量管理文件的管理；
76,*03604,（四）质量信息的管理；
77,*03605,（五）供货单位、购货单位、供货单位销售人员及购货单位采购人员等资格审核的规定；
78,*03606,（六）药品采购、收货、验收、储存、养护、销售、出库、运输的管理；
79,*03607,（七）特殊管理的药品的规定；
80,*03608,（八）药品有效期的管理；
81,*03609,（九）不合格药品、药品销毁的管理；
82,*03610,（十）药品退货的管理；
83,*03611,（十一）药品召回的管理；
84,*03612,（十二）质量查询的管理；
85,*03613,（十三）质量事故、质量投诉的管理；
86,*03614,（十四）药品不良反应报告的规定；
87,*03615,（十五）环境卫生、人员健康的规定；
88,*03616,（十六）质量方面的教育、培训及考核的规定；
89,*03617,（十七）设施设备保管和维护的管理；
90,*03618,（十八）设施设备验证和校准的管理；
91,*03619,（十九）记录和凭证的管理；
92,*03620,（二十）计算机系统的管理；
93,*03621,（二十一）药品追溯的规定；
94,*03622,（二十二）其他应当规定的内容。
95,*03701,（一）质量管理、采购、储存、销售、运输、财务和信息管理等部门职责；
96,*03702,（二）企业负责人、质量负责人及质量管理、采购、储存、销售、运输、财务和信息管理等部门负责人的岗位职责；
97,*03703,（三）质量管理、采购、收货、验收、储存、养护、销售、出库复核、运输、财务、信息管理等岗位职责；
98,*03704,（四）与药品经营相关的其他岗位职责。
99,*03801,企业应当制定药品采购、收货、验收、储存、养护、销售、出库复核、运输等环节及计算机系统的操作规程。
100,*03901,企业应当建立药品采购、验收、养护、销售、出库复核、销后退回和购进退出、运输、储运温湿度监测、不合格药品处理等相关记录。
101,*03902,记录应当真实、完整、准确、有效和可追溯。
102,4001,通过计算机系统记录数据时，有关人员应当按照操作规程，通过授权及密码登录后方可进行数据的录入或者复核。
103,4002,数据的更改应当经质量管理部门审核并在其监督下进行。
104,4003,数据的更改过程应当留有记录。
105,*04101,书面记录及凭证应当及时填写，并做到字迹清晰，不得随意涂改，不得撕毁。
106,4102,更改记录的，应当注明理由、日期并签名，保持原有信息清晰可辨。
107,4201,记录及凭证应当至少保存5年。
108,4202,疫苗的记录及凭证按相关规定保存。
109,4203,特殊管理的药品的记录及凭证按相关规定保存。
110,*04301,企业应当具有与其药品经营范围、经营规模相适应的经营场所和库房。
111,4401,库房的选址、设计、布局、建造、改造和维护应当符合药品储存的要求，防止药品的污染、交叉污染、混淆和差错。
112,4501,药品储存作业区、辅助作业区应当与办公区和生活区分开一定距离或者有隔离措施。
113,*04601,库房的规模及条件应当满足药品的合理、安全储存，便于开展储存作业。
114,4602,库房内外环境整洁，无污染源，库区地面硬化或者绿化。
115,4603,库房内墙、顶光洁，地面平整，门窗结构严密。
116,4604,库房有可靠的安全防护措施，能够对无关人员进入实行可控管理，防止药品被盗、替换或者混入假药。
117,4605,库房有防止室外装卸、搬运、接收、发运等作业受异常天气影响的措施。
118,4701,库房应当配备药品与地面之间有效隔离的设备。
119,4702,库房应当配备避光、通风、防潮、防虫、防鼠等设备。
120,*04703,库房应当配备有效调控温湿度及室内外空气交换的设备。
121,*04704,库房应当配备自动监测、记录库房温湿度的设备。
122,4705,库房应当配备符合储存作业要求的照明设备。
123,4706,库房应当有用于零货拣选、拼箱发货操作及复核的作业区域和设备。
124,4707,库房应当有包装物料的存放场所。
125,4708,库房应当有验收、发货、退货的专用场所。
126,*04709,库房应当有不合格药品专用存放场所。
127,*04710,经营特殊管理的药品有符合国家规定的储存设施。
128,*04801,经营中药材、中药饮片的，应当有专用的库房和养护工作场所。
129,4802,直接收购地产中药材的应当设置中药样品室（柜）。
130,*04901,经营冷藏、冷冻药品的，应当配备与其经营规模和品种相适应的冷库。
131,**04902,储存疫苗的，应当配备两个以上独立冷库。
132,*04903,冷库应当配备温度自动监测、显示、记录、调控、报警的设备。
133,4904,应当配备冷库制冷设备的备用发电机组或者双回路供电系统。
134,4905,对有特殊低温要求的药品，应当配备符合其储存要求的设施设备。
135,*04906,经营冷藏、冷冻药品的应当配备冷藏车。
136,*04907,经营冷藏、冷冻药品的应当配备车载冷藏箱或者保温箱等设备。
137,*05001,运输药品应当使用封闭式货物运输工具。
138,*05101,运输冷藏、冷冻药品的冷藏车及车载冷藏箱、保温箱应当符合药品运输过程中对温度控制的要求。
139,*05102,冷藏车具有自动调控温度、显示温度、存储和读取温度监测数据的功能。
140,*05103,冷藏箱及保温箱具有外部显示和采集箱体内温度数据的功能。
141,5201,储存、运输设施设备的定期检查、清洁和维护应当由专人负责，并建立记录和档案。
142,*05301,企业应当按照国家有关规定，对计量器具、温湿度监测设备等定期进行校准或者检定。
143,*05302,企业应当对冷库进行使用前验证、定期验证及停用时间超过规定时限的验证。
144,*05303,企业应当对储运温湿度监测系统进行使用前验证、定期验证及停用时间超过规定时限的验证。
145,*05304,企业应当对冷藏运输等设施设备进行使用前验证、定期验证及停用时间超过规定时限的验证。
146,*05401,企业应当根据相关验证管理制度，形成验证控制文件，包括验证方案、报告、评价、偏差处理和预防措施等。
147,5501,验证应当按照预先确定和批准的方案实施。
148,5502,验证报告应当经过审核和批准。
149,5503,验证文件应当存档。
150,*05601,企业应当根据验证确定的参数及条件，正确、合理使用相关设施设备。
151,*05701,企业应当建立能够符合经营全过程管理及质量控制要求的计算机系统，实现药品可追溯。
152,5801,企业计算机系统应当有支持系统正常运行的服务器和终端机。
153,5802,企业计算机系统应当有安全稳定的网络环境、固定接入互联网的方式和安全可靠的信息平台。
154,5803,企业计算机系统应当有实现部门之间、岗位之间信息传输和数据共享的局域网。
155,5804,企业计算机系统应当有药品经营业务票据生成、打印和管理功能。
156,**05805,企业计算机系统应当有符合《规范》要求及企业管理实际需要的应用软件和相关数据库。
157,*05901,计算机系统各类数据的录入、修改、保存等操作应当符合授权范围、操作规程和管理制度的要求，保证数据原始、真实、准确、安全和可追溯。
158,*06001,计算机系统运行中涉及企业经营和管理的数据应当采用安全、可靠的方式储存并按日备份，备份数据应当存放在安全场所。
159,**06101,企业采购药品应当确定供货单位的合法资格；确定所购入药品的合法性；核实供货单位销售人员的合法资格。
160,6102,企业采购药品应当与供货单位签订质量保证协议。
161,6103,采购中涉及的首营企业、首营品种，采购部门应当填写相关申请表格，经过质量管理部门和企业质量负责人审核批准。必要时应当组织实地考察，对供货单位质量管理体系进行评价。
162,*06201,（一）《药品生产许可证》或者《药品经营许可证》复印件；
163,*06202,（二）营业执照、税务登记、组织机构代码的证件复印件，及上一年度企业年度报告公示情况；
164,*06203,（三）《药品生产质量管理规范》认证证书或者《药品经营质量管理规范》认证证书复印件；
165,*06204,（四）相关印章、随货同行单（票）样式；
166,*06205,（五）开户户名、开户银行及账号。
167,*06301,采购首营品种应当审核药品的合法性，索取加盖供货单位公章原印章的药品生产或者进口批准证明文件复印件并予以审核，审核无误的方可采购。
168,6302,首营品种审核资料应当归入药品质量档案。
169,*06401,（一）加盖供货单位公章原印章的销售人员身份证复印件；
170,*06402,（二）加盖供货单位公章原印章和法定代表人印章或者签名的授权书，授权书应当载明被授权人姓名、身份证号码，以及授权销售的品种、地域、期限；
171,*06403,（三）供货单位及供货品种相关资料。
172,6501,（一）明确双方质量责任；
173,6502,（二）供货单位应当提供符合规定的资料且对其真实性、有效性负责；
174,6503,（三）供货单位应当按照国家规定开具发票；
175,6504,（四）药品质量符合药品标准等有关要求；
176,6505,（五）药品包装、标签、说明书符合有关规定；
177,6506,（六）药品运输的质量保证及责任；
178,6507,（七）质量保证协议的有效期限。
179,**06601,企业采购药品时应当向供货单位索取发票。
180,6602,发票应当列明药品的通用名称、规格、单位、数量、单价、金额等；不能全部列明的，应当附《销售货物或者提供应税劳务清单》，并加盖供货单位发票专用章原印章、注明税票号码。
181,**06701,发票上的购、销单位名称及金额、品名应当与付款流向及金额、品名一致，并与财务账目内容相对应。
182,6702,发票按有关规定保存。
183,6801,采购药品应当建立采购记录，包括药品的通用名称、剂型、规格、生产厂商、供货单位、数量、价格、购货日期等内容，采购中药材、中药饮片的还应当标明产地等。
184,*06901,除发生灾情、疫情、突发事件或者临床紧急救治等特殊情况，以及其他符合国家有关规定的情形外，企业不得采用直调方式购销药品。
185,6902,企业在上述特殊情况下，采取将已采购的药品不入本企业仓库，直接从供货单位发送到购货单位的直调方式购销药品的，应当建立专门的采购记录，保证有效的质量跟踪和追溯。
186,*07001,采购特殊管理的药品，应当严格按照国家有关规定进行。
187,7101,企业应当定期对药品采购的整体情况进行综合质量评审，并进行动态跟踪管理。
188,7102,企业应当建立质量评审和供货单位质量档案。
189,*07201,企业应当按照规定的程序和要求对到货药品逐批进行收货、验收，防止不合格药品入库。
190,*07301,药品到货时，收货人员应当核实运输方式是否符合要求，并对照随货同行单（票）和采购记录核对药品，做到票、账、货相符。
191,7302,随货同行单（票）应当包括供货单位、生产厂商、药品的通用名称、剂型、规格、批号、数量、收货单位、收货地址、发货日期等内容，并加盖供货单位药品出库专用章原印章。
192,*07401,冷藏、冷冻药品到货时，应当对其运输方式及运输过程的温度记录、运输时间等质量控制状况进行重点检查并记录，不符合温度要求的应当拒收。
193,7501,收货人员对符合收货要求的药品，应当按品种特性要求放于相应待验区域，或者设置状态标志，通知验收。
194,*07502,冷藏、冷冻药品应当在冷库内待验。
195,7601,验收药品应当按照药品批号查验同批号的检验报告书。
196,7602,供货单位为批发企业的，检验报告书应当加盖其质量管理专用章原印章。检验报告书的传递和保存可以采用电子数据形式，但应当保证其合法性和有效性。
197,*07701,企业应当按照验收规定，对每次到货药品进行逐批抽样验收。
198,7702,抽取的样品应当具有代表性。
199,7703,同一批号的药品至少检查一个最小包装，但生产企业有特殊质量控制要求或者打开最小包装可能影响药品质量的，可不打开最小包装。
200,7704,破损、污染、渗液、封条损坏等包装异常以及零货、拼箱的，应当开箱检查至最小包装。
201,7705,外包装及封签完整的原料药、实施批签发管理的生物制品，可不开箱检查。
202,7801,验收人员应当对抽样药品的外观、包装、标签、说明书以及相关的证明文件等逐一进行检查、核对。
203,7802,验收结束后，应当将抽取的完好样品放回原包装箱，加封并标示。
204,*07901,特殊管理的药品应当按照相关规定在专库或者专区内验收。
205,8001,验收药品应当做好验收记录，包括药品的通用名称、剂型、规格、批准文号、批号、生产日期、有效期、生产厂商、供货单位、到货数量、到货日期、验收合格数量、验收结果等内容。
206,8002,中药材验收记录应当包括品名、产地、供货单位、到货数量、验收合格数量等内容。
207,8003,中药饮片验收记录应当包括品名、规格、批号、产地、生产日期、生产厂商、供货单位、到货数量、验收合格数量等内容，实施批准文号管理的中药饮片还应当记录批准文号。
208,8004,验收不合格的应当注明不合格事项及处置措施。
209,8005,验收人员应当在验收记录上签署姓名和验收日期。
210,8101,企业应当建立库存记录，验收合格的药品应当及时入库登记；验收不合格的，不得入库，并由质量管理部门处理。
211,8201,企业按《规范》规定进行药品直调的，可委托购货单位进行药品验收。
212,8202,应当建立专门的直调药品验收记录。
213,8203,验收当日应当将验收记录相关信息传递给直调企业。
214,8301,企业应当根据药品的质量特性对药品进行合理储存。
215,*08302,企业应当按包装标示的温度要求储存药品，包装上没有标示具体温度的，按照《中华人民共和国药典》规定的贮藏要求进行储存。
216,8303,储存药品相对湿度为35%～75%。
217,8304,在人工作业的库房储存药品，按质量状态实行色标管理：合格药品为绿色，不合格药品为红色，待确定药品为黄色。
218,8305,储存药品应当按照要求采取避光、遮光、通风、防潮、防虫、防鼠等措施。
219,8306,搬运和堆码药品应当严格按照外包装标示要求规范操作，堆码高度符合包装图示要求，避免损坏药品包装。
220,*08307,药品按批号堆码，不同批号的药品不得混垛。
221,*08308,药品堆码垛间距不小于5厘米，与库房内墙、顶、温度调控设备及管道等设施间距不小于30厘米，与地面间距不小于10厘米。
222,*08309,药品与非药品、外用药与其他药品分开存放。
223,*08310,中药材和中药饮片分库存放。
224,*08311,特殊管理的药品应当按照国家有关规定储存。
225,8312,拆除外包装的零货药品应当集中存放。
226,8313,储存药品的货架、托盘等设施设备应当保持清洁、无破损，无杂物堆放。
227,8314,未经批准的人员不得进入储存作业区。
228,8315,储存作业区内的人员不得有影响药品质量和安全的行为。
229,8316,药品储存作业区内不得存放与储存管理无关的物品。
230,8401,养护人员应当根据库房条件、外部环境、药品质量特性等对药品进行养护。
231,8402,养护人员应当指导和督促储存人员对药品进行合理储存与作业。
232,8403,养护人员应当检查并改善储存条件、防护措施、卫生环境。
233,*08404,养护人员应当对库房温湿度进行有效监测、调控。
234,8405,养护人员应当按照养护计划对库存药品的外观、包装等质量状况进行检查，并建立养护记录。
235,8406,养护人员应当对储存条件有特殊要求的或者有效期较短的品种进行重点养护。
236,*08407,养护人员发现有问题的药品应当及时在计算机系统中锁定和记录，并通知质量管理部门处理。
237,8408,养护人员应当对中药材和中药饮片按其特性采取有效方法进行养护并记录，所采取的养护方法不得对药品造成污染。
238,8409,养护人员应当定期汇总、分析养护信息。
239,*08501,企业应当采用计算机系统对库存药品的有效期进行自动跟踪和控制，采取近效期预警及超过有效期自动锁定等措施，防止过期药品销售。
240,8601,药品因破损而导致液体、气体、粉末泄漏时，应当迅速采取安全处理措施，防止对储存环境和其他药品造成污染。
241,*08701,对质量可疑的药品应当立即采取停售措施，并在计算机系统中锁定，同时报告质量管理部门确认。
242,8702,对存在质量问题的药品应当存放于标志明显的专用场所，并有效隔离，不得销售。
243,8703,怀疑为假药的，应及时报告药品监督管理部门。
244,*08704,对存在质量问题的特殊管理的药品，应当按照国家有关规定处理。
245,*08705,不合格药品的处理过程应当有完整的手续和记录。
246,8706,对不合格药品应当查明并分析原因，及时采取预防措施。
247,8801,企业应当对库存药品定期盘点，做到账、货相符。
248,*08901,企业应当将药品销售给合法的购货单位，并对购货单位的证明文件、采购人员及提货人员的身份证明进行核实，保证药品销售流向真实、合法。
249,*09001,企业应当严格审核购货单位的生产范围、经营范围或者诊疗范围，并按照相应的范围销售药品。
250,**09101,企业销售药品应当如实开具发票，做到票、账、货、款一致。
251,9201,企业应当做好药品销售记录，应当包括药品的通用名称、规格、剂型、批号、有效期、生产厂商、购货单位、销售数量、单价、金额、销售日期等内容。
252,9202,中药材销售记录应当包括品名、规格、产地、购货单位、销售数量、单价、金额、销售日期等内容。
253,9203,中药饮片销售记录应当包括品名、规格、批号、产地、生产厂商、购货单位、销售数量、单价、金额、销售日期等内容。
254,9204,按照《规范》规定进行药品直调的，应当建立专门的销售记录。
255,*09301,销售特殊管理的药品以及国家有专门管理要求的药品，应当严格按照国家有关规定执行。
256,*09401,药品出库时应当对照销售记录进行复核。（一）药品包装出现破损、污染、封口不牢、衬垫不实、封条损坏等问题；
257,*09402,（二）包装内有异常响动或者液体渗漏；
258,*09403,（三）标签脱落、字迹模糊不清或者标识内容与实物不符；
259,*09404,（四）药品已超过有效期；
260,*09405,（五）其他异常情况的药品。
261,9501,药品出库复核应当建立记录，包括购货单位、药品的通用名称、剂型、规格、数量、批号、有效期、生产厂商、出库日期、质量状况和复核人员等内容。
262,*09601,特殊管理的药品出库应当按照有关规定进行复核。
263,*09701,药品拼箱发货的代用包装箱应当有醒目的拼箱标志。
264,*09801,药品出库时应当附加盖企业药品出库专用章原印章的随货同行单（票）。
265,9802,企业按照《规范》规定直调药品的，直调药品出库时，由供货单位开具两份随货同行单（票），分别发往直调企业和购货单位。随货同行单（票）应当包括直调企业名称、供货单位、生产厂商、药品的通用名称、剂型、规格、批号、数量、收货单位、收货地址、发货日期等内容，并加盖供货单位药品出库专用章原印章。
266,9901,冷藏、冷冻药品的装箱、装车等项作业，应当由专人负责。
267,9902,车载冷藏箱或者保温箱在使用前应当达到相应的温度要求。
268,*09903,应当在冷藏环境下完成冷藏、冷冻药品的装箱、封箱工作。
269,9904,装车前应当检查冷藏车辆的启动、运行状态，达到规定温度后方可装车。
270,9905,启运时应当做好运输记录，内容包括运输工具和启运时间等。
271,10001,企业应当按照质量管理制度的要求，严格执行运输操作规程，并采取有效措施保证运输过程中的药品质量与安全。
272,10101,运输药品，应当根据药品的包装、质量特性并针对车况、道路、天气等因素，选用适宜的运输工具，采取相应措施防止出现破损、污染等问题。
273,*10201,发运药品时，应当检查运输工具，发现运输条件不符合规定的，不得发运。
274,10202,运输药品过程中，运载工具应当保持密闭。
275,10301,企业应当严格按照外包装标示的要求搬运、装卸药品。
276,*10401,企业应当根据药品的温度控制要求，在运输过程中采取必要的保温或者冷藏、冷冻措施。
277,10402,运输过程中，药品不得直接接触冰袋、冰排等蓄冷剂，防止对药品质量造成影响。
278,*10501,在冷藏、冷冻药品运输途中，应当实时监测并记录冷藏车、冷藏箱或者保温箱内的温度数据。
279,*10601,企业应当制定冷藏、冷冻药品运输应急预案，对运输途中可能发生的设备故障、异常天气影响、交通拥堵等突发事件，能够采取相应的应对措施。
280,*10701,企业委托其他单位运输药品的，应当对承运方运输药品的质量保障能力进行审计，索取运输车辆的相关资料，符合《规范》运输设施设备条件和要求的方可委托。
281,10801,企业委托运输药品应当与承运方签订运输协议，明确药品质量责任、遵守运输操作规程和在途时限等内容。
282,10901,企业运输药品应当有记录，实现运输过程的质量追溯，运输记录应当至少保存5年。
283,10902,委托运输记录至少包括发货时间、发货地址、收货单位、收货地址、货单号、药品件数、运输方式、委托经办人、承运单位等内容，采用车辆运输的，还应当载明车牌号，并留存驾驶人员的驾驶证复印件。
284,11001,已装车的药品应当及时发运并尽快送达。
285,11002,委托运输的，企业应当要求并监督承运方严格履行委托运输协议，防止因在途时间过长影响药品质量。
286,11101,企业应当采取运输安全管理措施，防止在运输过程中发生药品盗抢、遗失、调换等事故。
287,*11201,特殊管理的药品的运输应当符合国家有关规定。
288,*11301,企业应当加强对退货的管理，保证退货环节药品的质量和安全，防止混入假冒药品。
289,11401,企业应当按照质量管理制度的要求，制定投诉管理操作规程，内容包括投诉渠道及方式、档案记录、调查与评估、处理措施、反馈和事后跟踪等。
290,11501,企业应当配备专职或者兼职人员负责售后投诉管理。
291,11502,对投诉的质量问题查明原因，采取有效措施及时处理和反馈，并做好记录，必要时应当通知供货单位及药品生产企业。
292,11601,企业应当及时将投诉及处理结果等信息记入档案，以便查询和跟踪。
293,*11701,企业发现已售出药品有严重质量问题，应当立即通知购货单位停售、追回并做好记录，同时向药品监督管理部门报告。
294,11801,企业应当协助药品生产企业履行召回义务，按照召回计划的要求及时传达、反馈药品召回信息，控制和收回存在安全隐患的药品，并建立药品召回记录。
295,11901,企业质量管理部门应当配备专职或者兼职人员，按照国家有关规定承担药品不良反应监测和报告工作。
